DISTRICT,CAMPNAME,COUNTY,CAMPUS,CAMPNAME_CLEAN,GRDTYPE,GRDSPAN,CFLCHART
57905,DR WRIGHT L LASSITER JR EARLY COLL,57,57905090,Dr Wright L Lassiter Jr Early Coll,S,09 - 12,N
57905,JUVENILE JUSTICE AEP,57,57905096,Juvenile Justice Aep,B,04 - 11,N
57905,HOSPITAL/HOMEBOUND,57,57905099,Hospital/Homebound,B,EE - 12,N
57905,ZAN WESLEY HOLMES JR MIDDLE,57,57905100,Zan Wesley Holmes Jr Middle School,M,06 - 08,N
57905,JOHN Q ADAMS EL,57,57905101,John Q Adams Elementary School,E,PK - 05,N
57905,PREK PARTNERSHIP CENTER,57,57905102,Prek Partnership Center,E,PK - PK,N
57905,GABE P ALLEN CHARTER SCHOOL,57,57905103,Gabe P Allen Charter School,E,PK - 06,N
57905,WILLIAM M ANDERSON EL,57,57905104,William M Anderson Elementary School,E,PK - 05,N
57905,ARCADIA PARK EL,57,57905105,Arcadia Park Elementary School,E,PK - 06,N
57905,JOSE 'JOE' MAY EL,57,57905107,Jose 'Joe' May Elementary School,E,PK - 05,N
57905,BAYLES EL,57,57905108,Bayles Elementary School,E,PK - 05,N
57905,W A BLAIR EL,57,57905109,W A Blair Elementary School,E,PK - 05,N
57905,ANNIE WEBB BLANTON EL,57,57905110,Annie Webb Blanton Elementary School,E,EE - 05,N
57905,JAMES BOWIE EL,57,57905112,James Bowie Elementary School,E,PK - 05,N
57905,JOHN NEELY BRYAN EL,57,57905114,John Neely Bryan Elementary School,E,PK - 05,N
57905,HARRELL BUDD EL,57,57905115,Harrell Budd Elementary School,E,PK - 05,N
57905,DAVID G BURNET EL,57,57905116,David G Burnet Elementary School,E,PK - 05,N
57905,RUFUS C BURLESON EL,57,57905117,Rufus C Burleson Elementary School,E,PK - 05,N
57905,W W BUSHMAN EL,57,57905118,W W Bushman Elementary School,E,PK - 05,N
57905,CHAPEL HILL PREPARATORY-A PERSONAL,57,57905119,Chapel Hill Preparatory-A Personal,E,PK - 05,N
57905,F P CAILLET EL,57,57905120,F P Caillet Elementary School,E,EE - 05,N
57905,JOHN W CARPENTER EL,57,57905121,John W Carpenter Elementary School,E,EE - 05,N
57905,C F CARR EL,57,57905122,C F Carr Elementary School,E,PK - 06,N
57905,CASA VIEW EL,57,57905125,Casa View Elementary School,E,EE - 05,N
57905,CENTRAL EL,57,57905126,Central Elementary School,E,PK - 05,N
57905,MARTIN LUTHER KING JR LEARNING CEN,57,57905128,Martin Luther King Jr Learning Center,E,PK - 05,N
57905,S S CONNER EL,57,57905129,S S Conner Elementary School,E,PK - 05,N
57905,LEILA P COWART EL,57,57905130,Leila P Cowart Elementary School,E,EE - 05,N
57905,IGNACIO ZARAGOZA EL,57,57905131,Ignacio Zaragoza Elementary School,E,EE - 05,N
57905,BARBARA JORDAN EL,57,57905133,Barbara Jordan Elementary School,E,PK - 05,N
57905,GEORGE B DEALEY MONTESSORI ACADEMY,57,57905134,George B Dealey Montessori Academy,E,PK - 08,N
57905,EVERETTE LEE DEGOLYER EL,57,57905135,Everette Lee Degolyer Elementary School,E,PK - 05,N
57905,L O DONALD EL,57,57905136,L O Donald Elementary School,E,PK - 05,N
57905,JULIUS DORSEY EL,57,57905137,Julius Dorsey Elementary School,E,PK - 05,N
57905,PAUL L DUNBAR LEARNING CENTER,57,57905139,Paul L Dunbar Learning Center,E,PK - 05,N
57905,JILL STONE EL AT VICKERY MEADOW,57,57905141,Jill Stone El At Vickery Meadow,E,PK - 05,N
57905,J N ERVIN EL,57,57905142,J N Ervin Elementary School,E,EE - 05,N
57905,TOM W FIELD EL,57,57905144,Tom W Field Elementary School,E,EE - 05,N
57905,STEPHEN C FOSTER EL,57,57905145,Stephen C Foster Elementary School,E,EE - 05,N
57905,CHARLES A GILL EL,57,57905147,Charles A Gill Elementary School,E,PK - 05,N
57905,TOM C GOOCH EL,57,57905148,Tom C Gooch Elementary School,E,PK - 05,N
57905,LENORE KIRK HALL EL,57,57905149,Lenore Kirk Hall Elementary School,E,PK - 05,N
57905,MARGARET B HENDERSON EL,57,57905152,Margaret B Henderson Elementary School,E,PK - 05,N
57905,VICTOR H HEXTER EL,57,57905153,Victor H Hexter Elementary School,E,PK - 05,N
57905,LARRY G SMITH EL,57,57905154,Larry G Smith Elementary School,E,EE - 05,N
57905,C A TATUM JR EL,57,57905155,C A Tatum Jr Elementary School,E,KG - 05,N
57905,NATHANIEL HAWTHORNE EL,57,57905156,Nathaniel Hawthorne Elementary School,E,EE - 05,N
57905,JAMES S HOGG EL,57,57905157,James S Hogg Elementary School,E,PK - 05,N
57905,LIDA HOOE EL,57,57905158,Lida Hooe Elementary School,E,PK - 05,N
57905,L L HOTCHKISS EL,57,57905159,L L Hotchkiss Elementary School,E,PK - 05,N
57905,PERSONALIZED LEARNING PREPARATORY,57,57905160,Personalized Learning Preparatory,E,PK - 05,N
57905,JOHN IRELAND EL,57,57905161,John Ireland Elementary School,E,PK - 05,N
57905,MOCKINGBIRD EL,57,57905162,Mockingbird Elementary School,E,KG - 05,N
57905,CEDAR CREST EL,57,57905163,Cedar Crest Elementary School,E,PK - 05,N
57905,ANSON JONES EL,57,57905164,Anson Jones Elementary School,E,EE - 06,N
57905,EDWIN J KIEST EL,57,57905166,Edwin J Kiest Elementary School,E,PK - 05,N
57905,KLEBERG EL,57,57905167,Kleberg Elementary School,E,PK - 05,N
57905,OBADIAH KNIGHT EL,57,57905168,Obadiah Knight Elementary School,E,PK - 05,N
57905,ARTHUR KRAMER EL,57,57905169,Arthur Kramer Elementary School,E,EE - 05,N
57905,RICHARD LAGOW EL,57,57905170,Richard Lagow Elementary School,E,PK - 05,N
57905,LAKEWOOD EL,57,57905171,Lakewood Elementary School,E,KG - 05,N
57905,JIMMIE TYLER BRASHEAR EL,57,57905172,Jimmie Tyler Brashear Elementary School,E,EE - 05,N
57905,SIDNEY LANIER EXPRESSIVE ARTS VANG,57,57905173,Sidney Lanier Expressive Arts Vang,E,PK - 06,N
57905,GENEVA HEIGHTS EL,57,57905174,Geneva Heights Elementary School,E,EE - 05,N
57905,UMPHREY LEE EL,57,57905175,Umphrey Lee Elementary School,E,PK - 05,N
57905,JACK LOWE SR EL,57,57905176,Jack Lowe Sr Elementary School,E,PK - 05,N
57905,WILLIAM LIPSCOMB EL,57,57905177,William Lipscomb Elementary School,E,PK - 05,N
57905,H I HOLLAND EL AT LISBON,57,57905178,H I Holland El At Lisbon,E,EE - 05,N
57905,B H MACON EL,57,57905180,B H MacOn Elementary School,E,PK - 05,N
57905,MAPLE LAWN EL,57,57905181,Maple Lawn Elementary School,E,EE - 05,N
57905,HERBERT MARCUS EL,57,57905182,Herbert Marcus Elementary School,E,PK - 05,N
57905,THOMAS L MARSALIS EL,57,57905183,Thomas L Marsalis Elementary School,E,EE - 05,N
57905,BEN MILAM EL,57,57905184,Ben Milam Elementary School,E,PK - 05,N
57905,WILLIAM B MILLER EL,57,57905185,William B Miller Elementary School,E,PK - 05,N
57905,ROGER Q MILLS EL,57,57905186,Roger Q Mills Elementary School,E,PK - 05,N
57905,NANCY MOSELEY EL,57,57905187,Nancy Moseley Elementary School,E,EE - 05,N
57905,MOUNT AUBURN STEAM ACADEMY,57,57905188,Mount Auburn Steam Academy,E,PK - 05,N
57905,CLARA OLIVER EL,57,57905189,Clara Oliver Elementary School,E,PK - 05,N
57905,GEORGE PEABODY EL,57,57905190,George Peabody Elementary School,E,PK - 06,N
57905,ELISHA M PEASE EL,57,57905191,Elisha M Pease Elementary School,E,PK - 05,N
57905,JOHN F PEELER EL,57,57905192,John F Peeler Elementary School,E,PK - 05,N
57905,JOHN J PERSHING EL,57,57905193,John J Pershing Elementary School,E,EE - 05,N
57905,K B POLK CENTER FOR ACADEMICALLY T,57,57905194,K B Polk Center For Academically T,E,PK - 05,N
57905,PRESTON HOLLOW EL,57,57905195,Preston Hollow Elementary School,E,PK - 05,N
57905,JOHN H REAGAN EL,57,57905197,John H Reagan Elementary School,E,PK - 05,N
57905,MARTHA TURNER REILLY EL,57,57905198,Martha Turner Reilly Elementary School,E,PK - 05,N
57905,REINHARDT EL,57,57905199,Reinhardt Elementary School,E,PK - 05,N
57905,JOSEPH J RHOADS LEARNING CENTER,57,57905200,Joseph J Rhoads Learning Center,E,PK - 05,N
57905,CHARLES RICE LEARNING CENTER,57,57905201,Charles Rice Learning Center,E,PK - 05,N
57905,ORAN M ROBERTS EL,57,57905202,Oran M Roberts Elementary School,E,PK - 05,N
57905,DAN D ROGERS EL,57,57905203,Dan D Rogers Elementary School,E,PK - 05,N
57905,ROSEMONT EL,57,57905204,Rosemont Elementary School,E,EE - 05,N
57905,CLINTON P RUSSELL EL,57,57905205,Clinton P Russell Elementary School,E,PK - 05,N
57905,ALEX SANGER PREPARATORY SCHOOL,57,57905206,Alex Sanger Preparatory School,E,PK - 08,N
57905,SAN JACINTO EL,57,57905207,San Jacinto Elementary School,E,PK - 05,N
57905,SEAGOVILLE EL,57,57905208,Seagoville Elementary School,E,EE - 05,N
57905,ASCHER SILBERSTEIN EL,57,57905209,Ascher Silberstein Elementary School,E,PK - 05,N
57905,LESLIE A STEMMONS EL,57,57905210,Leslie A Stemmons Elementary School,E,PK - 05,N
57905,STEVENS PARK EL,57,57905211,Stevens Park Elementary School,E,PK - 06,N
57905,HARRY STONE MONTESSORI ACADEMY,57,57905212,Harry Stone Montessori Academy,E,PK - 08,N
57905,T G TERRY EL,57,57905213,T G Terry Elementary School,E,PK - 05,N
57905,R L THORNTON EL,57,57905215,R L Thornton Elementary School,E,PK - 05,N
57905,EDWARD TITCHE EL,57,57905216,Edward Titche Elementary School,E,PK - 05,N
57905,WILLIAM B TRAVIS VANGUARD ACAD OF,57,57905217,William B Travis Vanguard Acad Of,M,04 - 08,N
57905,GEORGE W TRUETT EL,57,57905218,George W Truett Elementary School,E,PK - 05,N
57905,ADELLE TURNER EL,57,57905219,Adelle Turner Elementary School,E,PK - 05,N
57905,MARK TWAIN LEADERSHIP VANGUARD,57,57905220,Mark Twain Leadership Vanguard,E,EE - 05,N
57905,URBAN PARK EL,57,57905222,Urban Park Elementary School,E,PK - 05,N
57905,WALNUT HILL EL,57,57905224,Walnut Hill Elementary School,E,PK - 05,N
57905,DANIEL WEBSTER EL,57,57905225,Daniel Webster Elementary School,E,EE - 05,N
57905,MARTIN WEISS EL,57,57905226,Martin Weiss Elementary School,E,PK - 05,N
57905,WINNETKA EL,57,57905229,Winnetka Elementary School,E,PK - 05,N
57905,HARRY C WITHERS EL,57,57905230,Harry C Withers Elementary School,E,PK - 05,N
57905,EDNA ROWE EL,57,57905232,Edna Rowe Elementary School,E,PK - 05,N
57905,NATHAN ADAMS EL,57,57905233,Nathan Adams Elementary School,E,PK - 05,N
57905,HENRY B GONZALEZ EL,57,57905234,Henry B Gonzalez Elementary School,E,EE - 05,N
57905,BIRDIE ALEXANDER EL,57,57905235,Birdie Alexander Elementary School,E,PK - 05,N
57905,NANCY J COCHRAN EL,57,57905236,Nancy J Cochran Elementary School,E,EE - 05,N
57905,JOHN W RUNYON EL,57,57905237,John W Runyon Elementary School,E,PK - 05,N
57905,ARTURO SALAZAR EL,57,57905239,Arturo Salazar Elementary School,E,EE - 05,N
57905,FRANK GUZICK EL,57,57905240,Frank Guzick Elementary School,E,PK - 05,N
57905,ELEMENTARY' DISCIPLINARY ALTERNATI,57,57905241,Elementary' Disciplinary Alternati,E,03 - 05,N
57905,SEAGOVILLE NORTH EL,57,57905244,Seagoville North Elementary School,E,PK - 05,N
57905,ADELFA BOTELLO CALLEJO EL,57,57905247,Adelfa Botello Callejo Elementary School,E,PK - 05,N
57905,WHITNEY M YOUNG JR EL,57,57905250,Whitney M Young Jr Elementary School,E,EE - 05,N
57905,LORENZO DE ZAVALA EL,57,57905260,Lorenzo De Zavala Elementary School,E,PK - 06,N
57905,J P STARKS EL,57,57905263,J P Starks Elementary School,E,EE - 06,N
57905,RONALD E MCNAIR EL,57,57905264,Ronald E McNair Elementary School,E,PK - 05,N
57905,ELADIO R MARTINEZ LEARNING CENTER,57,57905265,Eladio R Martinez Learning Center,E,PK - 06,N
57905,FREDERICK DOUGLASS EL,57,57905266,Frederick Douglass Elementary School,E,EE - 05,N
57905,EDUARDO MATA EL,57,57905270,Eduardo Mata Elementary School,E,PK - 06,N
57905,JULIAN T SALDIVAR EL,57,57905271,Julian T Saldivar Elementary School,E,PK - 05,N
57905,MARIA MORENO EL,57,57905272,Maria Moreno Elementary School,E,EE - 05,N
57905,PLEASANT GROVE EL,57,57905273,Pleasant Grove Elementary School,E,PK - 05,N
57905,MARY MCLEOD BETHUNE EL,57,57905274,Mary McLeod Bethune Elementary School,E,PK - 05,N
57905,LOUISE WOLFF KAHN EL,57,57905275,Louise Wolff Kahn Elementary School,E,PK - 06,N
57905,GILBERT CUELLAR SR EL,57,57905276,Gilbert Cuellar Sr Elementary School,E,PK - 05,N
57905,THOMAS TOLBERT EL,57,57905277,Thomas Tolbert Elementary School,E,PK - 05,N
57905,LEONIDES GONZALEZ CIGARROA MD EL,57,57905278,Leonides Gonzalez Cigarroa Md Elementary School,E,PK - 05,N
57905,JERRY R JUNKINS EL,57,57905279,Jerry R Junkins Elementary School,E,PK - 05,N
57905,ANNE FRANK EL,57,57905280,Anne Frank Elementary School,E,PK - 05,N
57905,CESAR CHAVEZ LEARNING CENTER,57,57905281,Cesar Chavez Learning Center,E,PK - 05,N
57905,ESPERANZA MEDRANO EL,57,57905283,Esperanza Medrano Elementary School,E,PK - 05,N
57905,HIGHLAND MEADOWS EL,57,57905284,Highland Meadows Elementary School,E,EE - 05,N
57905,N W HARLLEE EARLY CHILDHOOD CENTER,57,57905285,N W Harllee Early Childhood Center,E,EE - 02,N
57905,LEE A MCSHAN JR EL,57,57905286,Lee A McShan Jr Elementary School,E,PK - 05,N
57905,CELESTINO MAURICIO SOTO JR EL,57,57905287,Celestino Mauricio Soto Jr Elementary School,E,PK - 05,N
57905,FELIX G BOTELLO EL,57,57905289,Felix G Botello Elementary School,E,PK - 05,N
57905,ARLINGTON PARK EARLY CHILDHOOD CEN,57,57905300,Arlington Park Early Childhood Center,E,PK - PK,N
57905,WILMER-HUTCHINS EL,57,57905301,Wilmer-Hutchins Elementary School,E,PK - 05,N
57905,THELMA ELIZABETH PAGE RICHARDSON E,57,57905303,Thelma Elizabeth Page Richardson Elementary School,E,PK - 05,N
57905,GEORGE HERBERT WALKER BUSH EL,57,57905304,George Herbert Walker Bush Elementary School,E,EE - 05,N
57905,EBBY HALLIDAY EL,57,57905305,Ebby Halliday Elementary School,E,PK - 05,N
57905,SOLAR PREPARATORY SCHOOL FOR GIRLS,57,57905306,Solar Preparatory School For Girls,E,PK - 04,N
57905,YOUNG WOMEN'S STEAM ACADEMY AT BAL,57,57905352,Young Women'S Steam Academy At Bal,M,06 - 08,N
57905,ANN RICHARDS STEAM ACADEMY,57,57905353,Ann Richards Steam Academy,M,06 - 08,N
57905,KENNEDY-CURRY MIDDLE,57,57905354,Kennedy-Curry Middle School,M,06 - 08,N
57905,ROSEMONT MIDDLE,57,57905359,Rosemont Middle School,M,06 - 08,N
57905,D A HULCY STEAM MIDDLE,57,57905360,D A Hulcy Steam Middle School,M,06 - 08,N
57905,IGNITE MIDDLE,57,57905362,Ignite Middle School,M,06 - 06,N
57905,SCHOOL FOR THE TALENTED & GIFTED I,57,57905363,School For The Talented & Gifted I,E,04 - 06,N
57905,WILMER-HUTCHINS H S,57,57905380,Wilmer-Hutchins High School,S,09 - 12,N
57905,BARACK OBAMA MALE LEADERSHIP ACAD,57,57905381,Barack Obama Male Leadership Acad,B,06 - 12,N
57905,INNOVATION DESIGN ENTREPRENEURSHIP,57,57905382,Innovation Design Entrepreneurship,S,09 - 12,N
57905,CITYLAB H S,57,57905383,Citylab High School,S,09 - 10,N
57905,SUDIE L WILLIAMS TALENTED AND GIFT,57,57905384,Sudie L Williams Talented And Gift,E,04 - 06,N
57905,MONTESSORI ACADEMY AT ONESIMO HERN,57,57905385,Montessori Academy At Onesimo Hern,E,PK - 02,N
57905,SOLAR PREP FOR BOYS AT JOHN F KENN,57,57905386,Solar Prep For Boys At John F Kenn,E,PK - 02,N
57905,JOHN LESLIE PATTON JR ACADEMIC CEN,57,57905389,John Leslie Patton Jr Academic Center,S,09 - 12,N
57906,DESOTO H S & ISTEAM3D,57,57906001,Desoto H S & Isteam3D,S,09 - 12,N
57906,WINGS (WHERE I NOW GAIN SUCCESS),57,57906003,Wings (Where I Now Gain Success),S,09 - 12,N
57906,DALLAS COUNTY JJAEP DESOTO CAMPUS,57,57906007,Dallas County JJAEP Desoto Campus,S,08 - 12,N
57906,DESOTO ALTERNATIVE EDUCATION CENTE,57,57906008,Desoto Alternative Education Cente,S,07 - 12,N
57906,DESOTO EAST MIDDLE (ISTEAM),57,57906041,Desoto East Middle (Isteam),M,06 - 08,N
57906,DESOTO WEST MIDDLE (ISTEAM),57,57906042,Desoto West Middle (Isteam),M,06 - 08,N
57906,CURTISTENE S MCCOWAN MIDDLE (ISTEA,57,57906043,Curtistene S McCowan Middle (Istea,M,06 - 08,N
57906,RUBY YOUNG EL,57,57906102,Ruby Young Elementary School,E,KG - 05,N
57906,NORTHSIDE EL,57,57906103,Northside Elementary School,E,KG - 05,N
57906,THE MEADOWS EL,57,57906106,The Meadows Elementary School,E,KG - 05,N
57906,COCKRELL HILL EL,57,57906107,Cockrell Hill Elementary School,E,KG - 05,N
57906,FRANK D MOATES EL,57,57906108,Frank D Moates Elementary School,E,KG - 05,N
57906,WOODRIDGE EL,57,57906109,Woodridge Elementary School,E,KG - 05,N
57906,AMBER TERRACE DISCOVERY & DESIGN E,57,57906110,Amber Terrace Discovery & Design Elementary School,E,EE - PK,N
57906,LITTLE EAGLES EARLY LEARNING CENTE,57,57906111,Little Eagles Early Learning Cente,E,PK - PK,N
57906,KATHERINE JOHNSON TECHNOLOGY MAGNE,57,57906112,Katherine Johnson Technology Magne,E,KG - 05,N
57907,DUNCANVILLE H S,57,57907001,Duncanville High School,S,09 - 12,N
57907,MARY E SMITHEY PACE H S,57,57907004,Mary E Smithey Pace High School,S,09 - 12,N
57907,SUMMIT LEARNING CENTER,57,57907005,Summit Learning Center,S,07 - 12,N
57907,P A S S LEARNING CTR,57,57907007,P A S S Learning Center,S,09 - 12,N
57907,J HERMAN REED MIDDLE,57,57907041,J Herman Reed Middle School,M,07 - 08,N
57907,WILLIAM H BYRD MIDDLE,57,57907042,William H Byrd Middle School,M,07 - 08,N
57907,G W KENNEMER MIDDLE,57,57907043,G W Kennemer Middle School,M,06 - 08,N
57907,CENTRAL EL,57,57907101,Central Elementary School,E,PK - 04,N
57907,FAIRMEADOWS EL,57,57907102,Fairmeadows Elementary School,E,PK - 04,N
57907,MERRIFIELD EL,57,57907103,Merrifield Elementary School,E,PK - 04,N
57907,WILLIAM LEE HASTINGS EL,57,57907104,William Lee Hastings Elementary School,E,PK - 04,N
57907,S GUS ALEXANDER JR EL,57,57907105,S Gus Alexander Jr Elementary School,E,PK - 04,N
57907,CLINT Q SMITH EL,57,57907106,Clint Q Smith Elementary School,E,PK - 04,N
57907,CHARLES ACTON EL,57,57907107,Charles Acton Elementary School,E,PK - 04,N
57907,H BOB DANIEL SR INT,57,57907108,H Bob Daniel Sr Intermediate School,M,05 - 06,N
57907,GLENN C HARDIN INT,57,57907109,Glenn C Hardin Intermediate School,M,05 - 06,N
57907,GRACE R BRANDENBURG INT,57,57907110,Grace R Brandenburg Intermediate School,M,05 - 06,N
57907,CJ & ANNE HYMAN EL,57,57907111,Cj & Anne Hyman Elementary School,E,EE - 04,N
57907,JAMES R BILHARTZ JR EL,57,57907112,James R Bilhartz Jr Elementary School,E,EE - 04,N
57909,GARLAND H S,57,57909002,Garland High School,S,09 - 12,N
57909,S GARLAND H S,57,57909003,S Garland High School,S,09 - 12,N
57909,N GARLAND H S,57,57909004,N Garland High School,S,09 - 12,N
57909,LAKEVIEW CENTENNIAL H S,57,57909005,Lakeview Centennial High School,S,09 - 12,N
57909,P A S S LEARNING CTR,57,57909007,P A S S Learning Center,S,07 - 12,N
57909,NAAMAN FOREST H S,57,57909008,Naaman Forest High School,S,09 - 12,N
57909,ROWLETT H S,57,57909009,Rowlett High School,S,09 - 12,N
57909,SACHSE H S,57,57909010,Sachse High School,S,09 - 12,N
57909,AUSTIN ACAD FOR EXCELL,57,57909041,Austin Acad For Excell,M,06 - 08,N
57909,BUSSEY MIDDLE,57,57909042,Bussey Middle School,M,06 - 08,N
57909,SAM HOUSTON MIDDLE,57,57909043,Sam Houston Middle School,M,06 - 08,N
57909,JACKSON TECHNOLOGY CENTER,57,57909045,Jackson Technology Center,M,06 - 08,N
57909,O'BANION MIDDLE,57,57909046,O'Banion Middle School,M,06 - 08,N
57909,CLASSICAL CENTER AT BRANDENBURG MI,57,57909047,Classical Center At Brandenburg Mi,M,06 - 08,N
57909,SELLERS MIDDLE,57,57909048,Sellers Middle School,M,06 - 08,N
57909,WEBB MIDDLE,57,57909049,Webb Middle School,M,06 - 08,N
57909,COYLE MIDDLE,57,57909050,Coyle Middle School,M,06 - 08,N
57909,LYLES MIDDLE,57,57909051,Lyles Middle School,M,06 - 08,N
57909,B G HUDSON MIDDLE,57,57909052,B G Hudson Middle School,M,06 - 08,N
57909,GARLAND AEC,57,57909053,Garland Alternative Education Center,B,01 - 12,N
57909,VERNON SCHRADE MIDDLE,57,57909054,Vernon Schrade Middle School,M,06 - 08,N
57909,BEAVER TECHNOLOGY CENTER,57,57909101,Beaver Technology Center,E,KG - 05,N
57909,BULLOCK EL,57,57909102,Bullock Elementary School,E,PK - 05,N
57909,CALDWELL EL,57,57909103,Caldwell Elementary School,E,KG - 05,N
57909,CENTERVILLE EL,57,57909105,Centerville Elementary School,E,KG - 05,N
57909,COOPER EL,57,57909107,Cooper Elementary School,E,KG - 05,N
57909,DAUGHERTY EL,57,57909108,Daugherty Elementary School,E,KG - 05,N
57909,FREEMAN EL,57,57909109,Freeman Elementary School,E,EE - 05,N
57909,HANDLEY EL,57,57909110,Handley Elementary School,E,KG - 05,N
57909,KIMBERLIN ACAD FOR EXCEL,57,57909111,Kimberlin Acad For Excel,E,KG - 05,N
57909,PARK CREST EL,57,57909112,Park Crest Elementary School,E,KG - 05,N
57909,SOUTHGATE EL,57,57909113,Southgate Elementary School,E,EE - 05,N
57909,WATSON TECHNOLOGY CENTER,57,57909115,Watson Technology Center,E,KG - 05,N
57909,WEAVER EL,57,57909116,Weaver Elementary School,E,EE - 05,N
57909,WILLIAMS EL,57,57909117,Williams Elementary School,E,KG - 05,N
57909,BRADFIELD EL,57,57909119,Bradfield Elementary School,E,PK - 05,N
57909,SHOREHAVEN EL,57,57909120,Shorehaven Elementary School,E,EE - 05,N
57909,MONTCLAIR EL,57,57909121,Montclair Elementary School,E,PK - 05,N
57909,WALNUT GLEN ACAD FOR EXCEL,57,57909122,Walnut Glen Acad For Excel,E,KG - 05,N
57909,GOLDEN MEADOWS EL,57,57909123,Golden Meadows Elementary School,E,KG - 05,N
57909,HEATHER GLEN EL,57,57909124,Heather Glen Elementary School,E,KG - 05,N
57909,HILLSIDE ACAD FOR EXCEL,57,57909125,Hillside Acad For Excel,E,KG - 05,N
57909,DAVIS EL,57,57909126,Davis Elementary School,E,EE - 05,N
57909,ROACH EL,57,57909127,Roach Elementary School,E,KG - 05,N
57909,ETHRIDGE EL,57,57909128,Ethridge Elementary School,E,KG - 05,N
57909,CLASSICAL CENTER AT VIAL EL,57,57909129,Classical Center At Vial Elementary School,E,KG - 05,N
57909,CLUB HILL EL,57,57909132,Club Hill Elementary School,E,PK - 05,N
57909,HICKMAN EL,57,57909133,Hickman Elementary School,E,PK - 05,N
57909,NORTHLAKE EL,57,57909134,Northlake Elementary School,E,PK - 05,N
57909,TOLER EL,57,57909136,Toler Elementary School,E,PK - 05,N
57909,ROWLETT EL,57,57909137,Rowlett Elementary School,E,KG - 05,N
57909,SPRING CREEK EL,57,57909138,Spring Creek Elementary School,E,EE - 05,N
57909,LUNA EL,57,57909139,Luna Elementary School,E,EE - 05,N
57909,BACK EL,57,57909140,Back Elementary School,E,PK - 05,N
57909,SHUGART EL,57,57909141,Shugart Elementary School,E,PK - 05,N
57909,HERFURTH EL,57,57909142,Herfurth Elementary School,E,EE - 05,N
57909,ABBETT EL,57,57909143,Abbett Elementary School,E,KG - 05,N
57909,KEELEY EL,57,57909144,Keeley Elementary School,E,KG - 05,N
57909,ROBERT B SEWELL EL,57,57909145,Robert B Sewell Elementary School,E,KG - 05,N
57909,KATHERINE STEPHENS EL,57,57909146,Katherine Stephens Elementary School,E,PK - 05,N
57909,VERNAL LISTER EL,57,57909147,Vernal Lister Elementary School,E,KG - 05,N
57909,NORMA DORSEY EL,57,57909148,Norma Dorsey Elementary School,E,KG - 05,N
57909,STEADHAM EL,57,57909154,Steadham Elementary School,E,EE - 05,N
57909,JOHN W ARMSTRONG EL,57,57909155,John W Armstrong Elementary School,E,EE - 05,N
57909,NITA PEARSON EL,57,57909156,Nita Pearson Elementary School,E,PK - 05,N
57909,GLEN COUCH EL,57,57909157,Glen Couch Elementary School,E,EE - 05,N
57909,LIBERTY GROVE EL,57,57909158,Liberty Grove Elementary School,E,EE - 05,N
57909,GEORGE WASHINGTON CARVER EL,57,57909159,George Washington Carver Elementary School,E,EE - 05,N
57909,CISNEROS PRE-K CTR,57,57909180,Cisneros Pre-K Center,E,EE - PK,N
57909,PARSONS PRE-K CTR,57,57909181,Parsons Pre-K Center,E,EE - PK,N
57910,GRAND PRAIRIE FINE ARTS ACADEMY,57,57910001,Grand Prairie Fine Arts Academy,B,06 - 12,N
