DISTRICT,D20GP14R,D20GV14R,D2CRB13R,D2CRB14R,D2CRM13R,D2CRM14R,D2CRR13R,D2CRR14R,D30GP14R,D30GV14R,D3CRB13R,D3CRB14R,D3CRM13R,D3CRM14R,D3CRR13R,D3CRR14R,D40GP14R,D40GV14R,D4CRB13R,D4CRB14R,D4CRM13R,D4CRM14R,D4CRR13R,D4CRR14R,DA0GP14R,DA0GV14R,DACRB13R,DACRB14R,DACRM13R,DACRM14R,DACRR13R,DACRR14R,DB0GP14R,DB0GV14R,DBCRB13R,DBCRB14R,DBCRM13R,DBCRM14R,DBCRR13R,DBCRR14R,DE0GP14R,DE0GV14R,DECRB13R,DECRB14R,DECRM13R,DECRM14R,DECRR13R,DECRR14R,DF0GP14R,DF0GV14R,DFCRB13R,DFCRB14R,DFCRM13R,DFCRM14R,DFCRR13R,DFCRR14R,DH0GP14R,DH0GV14R,DHCRB13R,DHCRB14R,DHCRM13R,DHCRM14R,DHCRR13R,DHCRR14R,DI0GP14R,DI0GV14R,DICRB13R,DICRB14R,DICRM13R,DICRM14R,DICRR13R,DICRR14R,DL0GP14R,DL0GV14R,DLCRB13R,DLCRB14R,DLCRM13R,DLCRM14R,DLCRR13R,DLCRR14R,DM0GP14R,DM0GV14R,DMCRB13R,DMCRB14R,DMCRM13R,DMCRM14R,DMCRR13R,DMCRR14R,DR0GP14R,DR0GV14R,DRCRB13R,DRCRB14R,DRCRM13R,DRCRM14R,DRCRR13R,DRCRR14R,DS0GP14R,DS0GV14R,DSCRB13R,DSCRB14R,DSCRM13R,DSCRM14R,DSCRR13R,DSCRR14R,DW0GP14R,DW0GV14R,DWCRB13R,DWCRB14R,DWCRM13R,DWCRM14R,DWCRR13R,DWCRR14R
"122902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"123803",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,100,0,21,23,64,69,21,23,100,0,9,25,64,67,9,25,100,0,27,11,73,67,27,11,100,0,11,20,67,60,11,20,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,40,-1,60,-1,40,-1,100,0,0,0,40,43,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"123805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"123807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64.3,64.3,33,23,60,46,47,46,-1,-1,-1,-1,-1,-1,-1,-1,64.3,64.3,36,23,73,46,45,46,63.6,50,33,20,56,40,44,50,66.7,57.1,36,18,64,45,43,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,33,-1,67,-1,50,-1,0,0,0,-1,33,-1,17,-1,-1,-1,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1
"123905",50,0.3,-1,50,-1,50,-1,83,90.3,3.8,64,73,82,77,64,87,.,.,.,.,.,.,.,.,81,36.2,64,64,80,71,70,81,68.4,1.9,56,47,72,44,61,65,72.2,10.8,51,47,70,53,61,73,87.6,21,68,70,79,72,76,91,76,6,62,59,76,69,71,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,15.2,61,58,81,71,65,69,66.9,17.1,42,46,59,50,56,72,40,3.8,13,0,31,31,30,7,82.7,23.8,65,66,81,74,72,81
"123907",-1,-1,.,-1,.,-1,-1,-1,86.7,2.4,58,50,95,73,61,60,.,.,-1,.,-1,.,-1,.,68.1,33.6,35,33,62,59,45,45,62.4,14,29,29,55,55,43,39,68.8,27.5,32,34,58,60,44,44,73.3,17.1,38,38,63,61,51,51,73,16.2,38,36,64,61,44,51,40,0,-1,20,-1,20,-1,60,54.5,1.4,-1,0,-1,29,-1,0,63.2,16.4,30,28,60,57,38,40,58.1,24.2,24,19,52,48,35,34,32.4,2.9,0,0,7,0,0,0,63.6,0.7,-1,38,-1,56,-1,38
"123908",.,.,-1,.,-1,.,-1,.,87,4.7,73,73,87,86,80,77,.,.,.,.,.,.,.,.,86.8,67,60,58,76,71,69,70,100,2.8,-1,50,-1,60,-1,70,83,19.2,35,46,58,61,50,66,87.8,30.8,67,65,78,70,76,82,85.4,8.5,35,49,71,61,42,66,-1,-1,-1,-1,-1,-1,-1,-1,20,0.3,.,-1,.,-1,.,-1,85.8,36.2,53,51,75,71,61,58,84.2,43.7,35,40,53,53,49,60,88.2,9.4,0,10,5,30,24,38,86.4,50.6,63,58,76,71,71,70
"123910",85,0.9,60,60,60,65,75,65,94,1.5,66,78,90,92,68,80,-1,-1,-1,-1,-1,-1,-1,-1,72,42.2,47,48,74,67,55,61,63.9,24.4,40,35,68,56,49,51,65.8,25,39,36,70,59,48,52,73.8,21.8,52,49,74,67,62,65,79.8,8.4,39,49,78,73,45,61,-1,-1,-1,-1,-1,-1,-1,-1,71,1.6,21,22,74,59,21,30,70.2,20.5,40,47,73,66,46,57,52.2,10.5,25,25,57,49,35,38,35.8,3.2,20,6,30,21,16,6,85.3,7,73,80,88,88,80,88
"123913",-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,61.3,9.7,75,59,89,76,82,66,14.3,0,78,14,89,43,89,29,46.7,3.2,81,50,94,64,81,57,45.5,0,80,50,80,50,93,70,40,0,100,40,100,60,100,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,9.7,69,63,100,89,69,63,57.1,3.2,-1,50,-1,67,-1,50,-1,-1,.,-1,.,-1,.,-1,85.7,9.7,62,92,85,100,69,92
"123914",.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,93,74.8,58,69,83,75,65,78,100,5.2,67,-1,78,-1,78,-1,86.5,23.5,39,45,73,55,44,62,94.9,33.9,62,73,82,75,71,88,91.7,15.7,43,71,86,79,43,79,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,91.1,40.9,54,64,83,76,60,67,81,14.8,10,11,48,26,18,32,50,3.5,-1,-1,-1,-1,-1,-1,92.7,51.3,60,70,82,75,69,80
"124901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62.1,10.3,42,61,61,75,60,75,.,.,.,.,.,.,.,.,56.8,5.2,40,55,53,71,60,69,74.1,10.3,43,69,64,77,68,88,60.7,10.3,40,61,60,74,59,76,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,51.6,0,41,53,59,73,53,63,31.3,0,25,36,50,64,45,50,37.5,0,-1,50,-1,67,-1,50,-1,-1,-1,-1,-1,-1,-1,-1
"125901",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85.9,73.5,46,43,57,51,69,70,.,.,-1,.,-1,.,-1,.,80.3,38.2,40,40,50,45,64,69,85.6,38.2,45,48,52,51,75,78,85.3,68.2,44,43,54,50,69,70,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,86.1,35.3,47,36,62,50,63,60,65.6,18,18,14,32,21,52,53,58.3,4.6,10,0,20,11,25,0,93.8,4.6,65,47,83,67,70,67
"125902",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.2,81.8,41,37,71,44,52,64,.,.,-1,.,-1,.,-1,.,90.6,56.8,41,38,73,48,51,63,94.1,29.5,42,25,74,31,53,71,92.5,75,44,35,70,41,56,63,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,92.6,52.3,40,44,69,52,52,60,89.7,54.5,30,23,65,27,45,56,60,6.8,0,-1,83,-1,0,-1,-1,-1,29,-1,71,-1,43,-1
"125903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.1,88.6,50,50,61,59,68,77,.,.,.,.,.,.,.,.,92,34.1,41,46,55,55,63,66,95.2,44.7,53,54,61,60,75,81,91.9,42.3,50,49,56,51,71,78,.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,95.1,43.9,46,46,60,58,58,71,94.4,39.8,26,23,36,31,52,64,91.7,8.9,0,-1,0,-1,0,-1,98.4,46.3,52,52,66,67,65,76
"125905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.5,90.9,34,15,57,25,43,43,.,.,.,.,.,.,.,.,100,59.1,13,17,38,25,31,38,100,36.4,36,25,57,25,57,67,95.5,90.9,36,15,59,25,45,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92.3,54.5,33,8,56,25,31,25,100,45.5,8,0,38,11,29,10,-1,-1,.,-1,.,-1,-1,-1,.,.,-1,.,-1,.,-1,.
"125906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"126901",66.7,0.4,55,60,50,80,82,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67.6,31.1,43,47,66,63,56,64,16.7,0,0,-1,0,-1,33,-1,63.2,13,40,42,64,53,47,62,75.2,15.1,46,52,63,61,61,71,66.2,7.6,35,45,70,50,48,65,20,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,50,-1,13,-1,61.2,16,39,43,70,66,48,57,43.8,7.1,21,23,43,42,32,49,30.8,1.7,20,0,30,0,27,0,71.8,23.1,47,49,68,69,58,65
"126902",55.6,0.8,57,57,71,56,64,80,50,0,100,33,100,67,83,33,-1,-1,.,-1,.,-1,.,-1,68.4,25.2,59,55,77,66,68,72,50,1.8,55,18,58,34,70,34,58.3,5.9,47,44,65,54,56,67,69.7,12.4,59,56,74,63,71,77,72.6,4.8,49,55,75,65,58,72,57.1,0.1,-1,17,-1,43,-1,67,-1,-1,-1,-1,-1,-1,-1,-1,67.3,12.8,59,55,79,68,65,68,40.1,5,21,15,42,24,42,49,20.8,1.2,0,4,5,18,14,19,69.8,17.5,61,59,78,69,70,75
"126903",-1,-1,38,-1,56,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.9,87.3,51,52,65,61,62,69,95,4.8,50,59,54,65,58,72,90.7,40.1,42,40,58,52,50,61,92.1,45.4,52,50,65,57,67,71,95.1,32.7,43,40,56,52,55,60,-1,-1,-1,-1,-1,-1,-1,-1,83.3,1.3,0,-1,0,-1,0,-1,91.6,41.9,50,54,65,64,56,67,88.5,45.9,23,20,37,34,44,48,82.4,7.1,10,17,20,32,14,37,89.1,47.7,58,59,73,68,67,75
"126904",.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,100,100,55,65,73,73,72,84,-1,-1,-1,-1,-1,-1,-1,-1,100,26.6,56,53,64,53,67,78,100,39.2,75,70,80,77,86,87,100,13.9,60,56,73,50,69,67,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,100,60.8,37,62,67,70,58,81,100,30.4,33,33,56,41,40,65,100,7.6,-1,-1,-1,-1,-1,-1,100,78.5,56,64,76,74,73,86
"126905",-1,-1,70,-1,70,-1,90,-1,-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,91.8,81.8,71,59,84,73,76,71,-1,-1,-1,-1,-1,-1,-1,-1,94.3,31.1,62,48,77,65,69,59,91,43.4,68,60,83,69,74,75,94.4,18.2,69,46,83,60,70,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92.7,38.4,74,59,84,77,78,67,88.1,39.6,41,34,59,47,52,55,83.3,4.4,0,14,38,29,13,13,90.8,61.9,73,63,85,76,78,74
"126906",-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,90,12.3,38,60,63,60,50,70,73.7,59.6,48,43,67,71,57,50,-1,-1,-1,.,-1,.,-1,.,69,40.4,38,41,63,74,50,49,82.1,29.8,43,58,62,75,52,64,75,31.6,56,36,81,73,56,44,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,65.5,29.8,52,26,71,67,61,35,68.8,35.1,30,25,45,52,50,32,60,5.3,-1,-1,-1,-1,-1,-1,70.6,15.8,41,45,56,73,59,50
"126907",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83.7,63.3,34,57,71,70,47,71,.,.,.,.,.,.,.,.,58.3,8.2,50,50,75,63,44,75,84,32.7,55,52,65,57,75,75,71.4,8.2,33,67,83,67,33,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83.3,30.6,14,62,76,86,22,67,72.2,22.4,0,19,50,44,0,41,-1,-1,-1,-1,-1,-1,-1,-1,84.2,51,34,53,69,71,49,69
"126908",-1,-1,.,.,.,.,.,.,100,3.3,-1,20,-1,40,-1,20,-1,-1,.,-1,.,-1,.,-1,95.8,86.7,35,37,60,61,39,51,-1,-1,43,-1,57,-1,57,-1,95.7,50.8,31,32,56,57,32,48,96.9,45,34,46,51,67,41,62,97.6,29.2,30,32,62,50,28,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94.6,41.7,35,26,69,53,38,38,94.5,40.8,18,14,33,30,23,33,93.3,11.7,0,-1,0,-1,0,17,93.8,46.7,38,43,57,65,46,57
"126911",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79.4,59.8,46,62,72,77,55,76,-1,-1,.,-1,.,-1,.,-1,60.6,14.4,35,53,69,67,43,67,83,29.9,51,61,69,70,70,79,66.7,10.3,20,67,50,67,33,88,.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,76,29.9,41,64,75,84,37,73,53.6,11.3,19,33,37,38,35,76,66.7,4.1,-1,-1,-1,-1,14,-1,81.6,46.4,53,61,76,78,61,74
"127901",.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,81.3,66.7,54,51,67,65,74,60,-1,-1,-1,-1,-1,-1,-1,-1,80.8,33.3,56,45,61,55,68,59,66.7,20.8,50,50,63,56,83,69,83.3,29.2,61,43,74,57,67,61,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,-1,.,90,45.8,57,52,71,70,67,56,66.7,20.8,33,9,44,27,60,27,62.5,10.4,-1,-1,-1,-1,-1,-1,77.3,33.3,59,61,72,78,89,61
"127903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81.3,71.9,38,32,56,46,50,45,80,9.4,.,20,.,20,.,20,69.2,28.1,-1,30,-1,40,-1,45,88.9,46.9,43,50,71,56,57,65,85.7,18.8,14,14,43,14,25,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71.4,25,33,8,44,33,45,17,70.6,31.3,14,7,29,7,38,20,-1,-1,.,-1,.,-1,-1,-1,80,43.8,56,44,67,69,70,53
"127904",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87,58.7,71,54,88,66,80,72,.,.,.,.,.,.,.,.,71.4,19.6,69,50,88,61,81,75,87.5,26.1,77,52,88,65,85,74,66.7,8.7,80,29,100,38,80,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86.4,32.6,65,56,87,67,74,69,75,30.4,48,35,78,47,63,59,85.7,13,-1,-1,-1,-1,-1,-1,91.9,50,70,59,86,73,79,72
"127905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,.,20,.,40,.,33,-1,-1,.,-1,.,-1,.,-1,100,71.4,.,20,.,40,.,40,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,100,71.4,.,-1,.,-1,.,-1,-1,-1,.,.,.,.,.,-1,-1,-1,.,-1,.,-1,.,-1
"127906",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.2,86.4,50,46,70,48,57,56,-1,-1,-1,-1,-1,-1,-1,-1,92.3,54.5,40,29,63,32,48,33,88.2,31.8,44,43,68,40,52,57,91.3,43.2,53,32,68,30,52,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96.3,54.5,55,48,72,52,62,56,88.9,36.4,15,0,23,0,40,8,90,20.5,-1,0,-1,0,-1,0,100,34.1,55,56,79,63,62,63
"128901",.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,87.3,81.8,61,40,68,47,80,63,-1,-1,-1,-1,-1,-1,-1,-1,79.2,32.7,43,32,57,45,70,52,89.7,41.8,62,48,65,52,85,69,86.1,50.9,55,24,61,32,77,57,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,84.6,40,61,29,70,42,76,56,70.6,20,0,7,8,13,58,38,66.7,7.3,-1,-1,-1,-1,-1,0,100,25.5,75,79,83,86,88,86
"128902",.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,94.1,94.1,35,24,54,48,50,45,.,.,-1,.,-1,.,-1,.,88.9,23.5,19,13,44,25,35,25,94.7,52.9,31,26,50,47,59,47,95.8,67.6,32,22,57,39,52,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.3,41.2,38,21,57,50,43,43,91.7,32.4,25,9,42,18,46,36,-1,-1,-1,-1,-1,-1,-1,-1,88.9,23.5,38,22,38,67,38,44
"128903",.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,72,24,43,56,65,72,61,72,-1,-1,.,-1,.,-1,.,-1,63.6,12,27,64,60,73,47,82,87.5,12,40,50,40,63,60,75,61.1,12,45,50,70,72,60,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64.7,12,44,59,72,76,61,71,55.6,8,27,44,55,67,45,67,-1,-1,-1,-1,-1,-1,-1,-1,100,12,-1,80,-1,80,-1,100
"128904",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,96.3,84,85,94,88,84,88,.,.,.,.,.,.,.,.,-1,-1,86,-1,86,-1,86,-1,100,29.6,89,100,94,100,89,100,100,22.2,-1,60,-1,60,-1,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,66.7,79,78,93,83,79,83,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,100,74.1,86,90,93,95,86,95
"129901",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68.1,15,68,59,77,71,76,74,33.3,0.4,48,27,45,45,62,42,57.1,4,53,50,63,64,63,75,66.7,6.6,69,59,77,66,82,80,67.6,1.3,63,55,71,62,71,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,69.6,8.4,68,59,77,76,71,69,50.6,8.4,47,36,52,49,67,64,35.3,2.2,14,0,29,13,14,20,73.3,12.8,73,65,83,77,79,78
"129902",100,2.2,63,42,63,58,88,54,85.7,0.7,86,100,86,100,100,100,.,.,-1,.,-1,.,-1,.,94.2,81.6,68,66,82,77,77,77,89.4,9.6,57,57,71,62,65,68,89.9,16.6,59,53,75,66,68,64,95.2,40.9,72,68,81,76,83,83,92.6,17.5,55,62,74,76,69,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,93.3,40.7,65,64,84,78,70,72,88.7,26.4,37,33,58,51,56,54,85.7,6.5,19,6,38,19,27,10,95.6,50.8,75,69,87,81,81,79
"129903",60,1.3,-1,40,-1,40,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,91.5,89.7,59,52,73,61,75,75,60,3.8,57,40,64,55,79,45,93.3,46.2,57,37,68,50,73,68,94.4,42.7,65,50,70,56,84,83,92.6,36.3,53,42,68,52,70,74,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.9,47,54,54,75,65,66,69,75,14.1,45,16,55,24,62,50,100,6.4,14,25,43,38,22,60,95.6,45.7,62,63,76,71,76,81
"129904",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66.3,35,48,42,63,51,63,61,.,.,.,.,.,.,.,.,55,15,56,39,69,42,70,55,63.2,12.5,50,35,64,41,62,66,66.7,5,43,46,50,64,71,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,22.5,46,48,62,61,64,56,53.2,23.8,32,24,43,33,54,50,50,6.3,-1,-1,-1,-1,20,-1,65.6,27.5,49,41,64,48,62,62
"129905",100,2.4,80,71,90,86,90,71,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,87.7,76.3,76,57,81,69,82,71,-1,-1,-1,-1,-1,-1,-1,-1,87.9,36.5,70,53,76,66,76,67,86.2,37,75,53,82,62,81,72,87.1,11.8,72,54,72,65,88,74,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,89.2,39.3,76,60,81,77,83,71,77.8,19,53,31,60,41,65,55,83.3,2.4,-1,.,-1,.,40,-1,87.1,60.7,76,57,83,69,80,71
"129906",-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,78.9,74.2,44,47,68,68,56,54,75,16.3,29,36,52,65,50,48,82.5,41.6,41,42,65,67,51,49,78.8,34.9,45,52,64,69,63,64,75,23.4,45,48,73,69,53,53,-1,-1,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.1,39.2,42,43,72,67,49,45,74.4,30.1,26,38,58,54,39,41,71.4,7.2,-1,14,-1,25,0,9,83.5,31.1,62,52,79,67,67,59
"129910",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.1,90.3,45,54,64,63,60,71,100,8.3,.,50,.,50,-1,83,89.7,33.3,25,50,38,58,33,58,94.1,44.4,50,53,77,56,64,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,92.1,45.8,42,55,55,70,58,71,95.5,29.2,23,26,45,42,50,55,66.7,8.3,-1,-1,-1,-1,33,20,91.7,73.6,48,53,66,64,66,69
"130801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27.8,0,-1,25,60,38,29,22,.,.,.,.,.,.,.,.,11.1,0,-1,-1,-1,-1,-1,0,20,0,-1,-1,-1,-1,-1,-1,12.5,0,-1,0,-1,17,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30.8,0,-1,33,-1,50,-1,29,30.8,0,-1,20,-1,20,-1,20,-1,-1,.,-1,.,-1,.,-1,40,0,-1,-1,-1,-1,-1,-1
"130901",92.3,1.1,86,82,100,82,86,69,83.3,0.4,-1,60,-1,80,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,85.8,39.4,80,72,92,78,84,82,-1,-1,-1,-1,-1,-1,-1,-1,65.7,4.7,57,45,84,54,66,56,86.4,19,83,72,91,77,88,87,79.5,9.9,69,63,85,68,77,79,80,0.4,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,85.3,20.4,77,71,93,80,79,78,66.4,11.6,35,29,60,40,58,55,43.8,2.3,29,0,47,0,67,28,88.2,27.6,85,75,94,81,87,84
"130902",-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,97.5,94.9,56,54,76,66,70,72,.,.,.,.,.,.,.,.,93.5,36.7,44,43,60,61,68,61,100,41.8,64,73,73,76,82,85,93.8,36.7,42,46,66,64,68,68,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,-1,.,95.5,53.2,52,39,78,59,65,61,93.3,35.4,18,24,33,36,45,56,100,8.9,0,-1,22,-1,13,-1,100,57,64,58,83,67,69,73
"131001",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"132902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,92.3,67,58,78,67,78,83,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,100,61.5,-1,75,-1,75,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,30.8,71,-1,86,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,76.9,83,60,83,70,83,80
"133901",.,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,62.2,40.5,62,45,67,55,73,53,.,.,.,.,.,.,.,.,55.6,24.3,67,45,74,55,74,52,56.3,13.5,52,54,57,62,62,62,54.2,18.9,63,50,74,56,68,58,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,-1,.,66.7,27,71,39,75,50,83,47,37.5,13.5,38,8,46,17,46,23,-1,-1,0,-1,20,-1,0,-1,76.9,21.6,67,38,67,54,75,46
"133902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
